Emp_id,Age,Employment Type,GraduateOrNot,AnnualIncome,FrequentFlyer,EverTravelledAbroad,TravelInsurance
599,28,Government Sector,Yes,300000,No,No,0
600,30,Private Sector/Self Employed,No,800000,No,No,0
601,29,Private Sector/Self Employed,Yes,1200000,No,No,0
602,28,Private Sector/Self Employed,Yes,1100000,No,No,1
603,34,Private Sector/Self Employed,Yes,500000,No,No,0
604,29,Private Sector/Self Employed,Yes,1050000,No,No,0
605,34,Government Sector,Yes,1300000,No,Yes,0
606,31,Government Sector,Yes,1200000,No,No,0
607,26,Private Sector/Self Employed,Yes,600000,No,No,0
608,28,Private Sector/Self Employed,Yes,1200000,Yes,No,1
609,29,Private Sector/Self Employed,Yes,600000,No,No,0
610,32,Government Sector,Yes,350000,No,No,0
611,26,Private Sector/Self Employed,Yes,1500000,Yes,Yes,1
612,31,Private Sector/Self Employed,Yes,1250000,No,No,0
613,28,Government Sector,Yes,300000,No,No,1
614,31,Government Sector,Yes,1300000,No,No,0
615,29,Private Sector/Self Employed,Yes,500000,No,No,0
616,28,Private Sector/Self Employed,Yes,800000,No,No,0
617,28,Private Sector/Self Employed,Yes,600000,No,No,0
618,32,Government Sector,Yes,800000,No,No,0
619,28,Private Sector/Self Employed,Yes,900000,No,No,1
620,28,Private Sector/Self Employed,Yes,1450000,Yes,Yes,1
621,31,Private Sector/Self Employed,Yes,950000,No,No,0
622,31,Private Sector/Self Employed,Yes,1250000,No,Yes,0
623,29,Private Sector/Self Employed,Yes,1100000,Yes,No,0
624,27,Government Sector,Yes,850000,No,No,0
625,28,Private Sector/Self Employed,Yes,500000,No,No,1
626,27,Government Sector,Yes,850000,Yes,No,0
627,31,Private Sector/Self Employed,Yes,1250000,No,No,0
628,31,Private Sector/Self Employed,Yes,1250000,No,No,1
629,29,Private Sector/Self Employed,Yes,1350000,Yes,Yes,1
630,25,Private Sector/Self Employed,No,1700000,Yes,No,1
631,35,Government Sector,Yes,1100000,No,No,0
632,28,Private Sector/Self Employed,Yes,1100000,No,No,0
633,35,Private Sector/Self Employed,No,800000,No,No,1
634,33,Government Sector,Yes,400000,No,No,0
635,32,Government Sector,Yes,800000,No,No,0
636,26,Private Sector/Self Employed,Yes,500000,No,No,0
637,31,Private Sector/Self Employed,Yes,1100000,No,No,0
638,28,Private Sector/Self Employed,Yes,700000,No,No,0
639,25,Private Sector/Self Employed,No,1150000,No,No,0
640,28,Private Sector/Self Employed,Yes,1250000,Yes,No,0
641,29,Private Sector/Self Employed,Yes,900000,No,No,0
642,28,Private Sector/Self Employed,Yes,1150000,No,No,0
643,31,Government Sector,Yes,1300000,Yes,No,1
644,29,Private Sector/Self Employed,Yes,600000,No,No,0
645,27,Private Sector/Self Employed,No,450000,No,No,1
646,31,Private Sector/Self Employed,Yes,1350000,No,Yes,1
647,30,Private Sector/Self Employed,No,500000,No,No,0
648,29,Private Sector/Self Employed,Yes,600000,No,No,1
649,28,Private Sector/Self Employed,Yes,1150000,Yes,No,0
650,33,Government Sector,No,400000,No,No,0
651,26,Private Sector/Self Employed,Yes,1500000,Yes,Yes,1
652,29,Private Sector/Self Employed,Yes,1200000,No,No,0
653,27,Private Sector/Self Employed,No,600000,Yes,No,0
654,34,Private Sector/Self Employed,Yes,850000,No,No,0
655,31,Government Sector,No,400000,No,No,0
656,26,Private Sector/Self Employed,Yes,600000,No,No,0
657,28,Private Sector/Self Employed,Yes,550000,No,No,0
658,26,Private Sector/Self Employed,Yes,1400000,No,Yes,1
659,27,Government Sector,Yes,850000,No,No,0
660,28,Government Sector,No,300000,No,No,0
661,34,Private Sector/Self Employed,Yes,1050000,No,No,0
662,25,Private Sector/Self Employed,Yes,1400000,No,Yes,1
663,27,Government Sector,Yes,1050000,No,No,0
664,33,Private Sector/Self Employed,Yes,1400000,Yes,Yes,0
665,32,Government Sector,Yes,800000,No,No,0
666,26,Private Sector/Self Employed,Yes,1750000,No,No,0
667,33,Private Sector/Self Employed,Yes,550000,No,No,0
668,27,Government Sector,Yes,1050000,No,No,0
669,34,Private Sector/Self Employed,Yes,850000,No,No,0
670,29,Private Sector/Self Employed,Yes,1200000,No,No,1
671,26,Private Sector/Self Employed,Yes,1400000,No,Yes,1
672,29,Private Sector/Self Employed,Yes,1050000,No,No,0
673,33,Government Sector,Yes,1000000,No,Yes,0
674,33,Private Sector/Self Employed,Yes,550000,No,No,1
675,29,Private Sector/Self Employed,Yes,900000,No,No,0
676,28,Private Sector/Self Employed,Yes,800000,No,No,0
677,27,Government Sector,Yes,850000,No,Yes,0
678,35,Private Sector/Self Employed,No,800000,No,Yes,1
679,35,Private Sector/Self Employed,No,800000,No,No,0
680,27,Government Sector,Yes,500000,No,No,0
681,25,Private Sector/Self Employed,No,1150000,No,No,0
682,32,Government Sector,Yes,850000,No,No,0
683,28,Private Sector/Self Employed,No,550000,No,No,0
684,27,Private Sector/Self Employed,No,350000,No,No,0
685,29,Private Sector/Self Employed,Yes,1150000,Yes,No,0
686,29,Private Sector/Self Employed,Yes,900000,Yes,No,1
687,31,Private Sector/Self Employed,Yes,1400000,No,Yes,1
688,27,Government Sector,Yes,500000,No,No,1
689,34,Private Sector/Self Employed,Yes,1000000,No,No,0
690,33,Government Sector,Yes,400000,No,No,0
691,31,Private Sector/Self Employed,Yes,1250000,No,No,0
692,28,Private Sector/Self Employed,Yes,700000,No,No,0
693,29,Private Sector/Self Employed,Yes,1100000,No,No,0
694,29,Private Sector/Self Employed,Yes,500000,No,No,1
695,29,Private Sector/Self Employed,Yes,900000,No,No,0
696,34,Private Sector/Self Employed,No,1400000,No,Yes,1
697,28,Government Sector,Yes,300000,No,No,0
698,29,Private Sector/Self Employed,Yes,900000,No,No,1
699,35,Private Sector/Self Employed,No,800000,No,No,1
700,26,Private Sector/Self Employed,Yes,1400000,No,Yes,1
701,28,Private Sector/Self Employed,Yes,500000,No,No,0
702,25,Private Sector/Self Employed,No,1150000,No,No,0
703,25,Private Sector/Self Employed,Yes,1700000,Yes,No,1
704,28,Government Sector,Yes,600000,No,No,0
705,33,Private Sector/Self Employed,Yes,550000,Yes,No,0
706,25,Private Sector/Self Employed,No,1150000,Yes,No,0
707,31,Private Sector/Self Employed,Yes,1350000,No,Yes,1
708,34,Private Sector/Self Employed,Yes,1000000,No,No,0
709,35,Private Sector/Self Employed,No,800000,Yes,No,1
710,34,Private Sector/Self Employed,Yes,700000,No,No,0
711,34,Private Sector/Self Employed,Yes,1500000,Yes,Yes,1
712,34,Private Sector/Self Employed,Yes,1300000,No,No,0
713,34,Private Sector/Self Employed,Yes,1500000,Yes,Yes,1
714,33,Private Sector/Self Employed,Yes,1400000,No,Yes,1
715,32,Government Sector,Yes,350000,No,No,0
716,28,Private Sector/Self Employed,Yes,1250000,No,Yes,1
717,28,Private Sector/Self Employed,Yes,800000,No,No,0
718,28,Private Sector/Self Employed,Yes,550000,No,No,0
719,28,Private Sector/Self Employed,Yes,800000,Yes,No,1
720,28,Private Sector/Self Employed,Yes,700000,Yes,Yes,1
721,31,Private Sector/Self Employed,Yes,900000,No,Yes,0
722,28,Private Sector/Self Employed,Yes,500000,No,No,0
723,28,Private Sector/Self Employed,Yes,550000,No,No,0
724,31,Private Sector/Self Employed,Yes,1250000,No,No,0
725,34,Private Sector/Self Employed,Yes,1000000,No,No,0
726,28,Government Sector,Yes,300000,No,No,0
727,27,Government Sector,Yes,750000,No,Yes,0
728,30,Private Sector/Self Employed,No,550000,Yes,No,1
729,31,Private Sector/Self Employed,Yes,1650000,Yes,No,1
730,35,Government Sector,Yes,1100000,No,No,1
731,29,Private Sector/Self Employed,Yes,1050000,Yes,No,0
732,28,Private Sector/Self Employed,Yes,650000,No,No,0
733,32,Government Sector,Yes,800000,Yes,No,0
734,28,Private Sector/Self Employed,Yes,1100000,No,No,0
735,34,Private Sector/Self Employed,Yes,1000000,No,No,0
736,31,Private Sector/Self Employed,Yes,1750000,No,No,0
737,28,Private Sector/Self Employed,Yes,1100000,Yes,No,0
738,27,Government Sector,Yes,500000,No,No,0
739,28,Private Sector/Self Employed,Yes,1150000,No,No,0
740,25,Private Sector/Self Employed,No,600000,Yes,No,0
741,28,Private Sector/Self Employed,Yes,1100000,No,No,0
742,33,Private Sector/Self Employed,Yes,1400000,No,Yes,1
743,34,Private Sector/Self Employed,Yes,700000,No,No,0
744,28,Private Sector/Self Employed,Yes,700000,No,No,0
745,34,Private Sector/Self Employed,No,1300000,No,No,0
746,28,Private Sector/Self Employed,No,550000,No,No,0
747,25,Private Sector/Self Employed,Yes,1400000,No,Yes,1
748,34,Private Sector/Self Employed,Yes,1300000,No,No,0
749,26,Government Sector,Yes,1450000,Yes,Yes,1
750,31,Private Sector/Self Employed,Yes,1250000,Yes,No,0
751,27,Private Sector/Self Employed,No,800000,No,No,0
752,34,Private Sector/Self Employed,Yes,700000,No,Yes,0
753,26,Government Sector,Yes,500000,No,No,0
754,28,Private Sector/Self Employed,Yes,1100000,No,No,0
755,32,Government Sector,Yes,800000,No,No,0
756,28,Private Sector/Self Employed,Yes,1100000,No,No,0
757,28,Private Sector/Self Employed,Yes,1100000,No,No,0
758,34,Private Sector/Self Employed,No,1300000,Yes,No,1
759,28,Private Sector/Self Employed,Yes,800000,No,No,0
760,28,Government Sector,Yes,300000,No,No,0
761,26,Private Sector/Self Employed,Yes,1400000,Yes,Yes,1
762,33,Private Sector/Self Employed,Yes,1400000,No,Yes,1
763,33,Government Sector,Yes,800000,No,No,1
764,27,Government Sector,Yes,500000,No,No,0
765,32,Government Sector,Yes,1750000,No,No,0
766,28,Private Sector/Self Employed,Yes,700000,No,No,0
767,31,Private Sector/Self Employed,Yes,500000,No,No,0
768,28,Private Sector/Self Employed,Yes,1200000,No,No,1
769,30,Private Sector/Self Employed,No,1450000,Yes,Yes,1
770,34,Private Sector/Self Employed,Yes,500000,No,No,0
771,28,Government Sector,Yes,300000,No,No,0
772,28,Government Sector,No,300000,No,No,0
773,26,Private Sector/Self Employed,Yes,500000,No,No,0
774,32,Government Sector,Yes,800000,No,No,1
775,34,Private Sector/Self Employed,Yes,1500000,Yes,Yes,1
776,28,Private Sector/Self Employed,Yes,1250000,Yes,No,0
777,28,Private Sector/Self Employed,Yes,800000,No,No,0
778,26,Private Sector/Self Employed,Yes,1300000,No,Yes,0
779,33,Government Sector,Yes,1000000,Yes,No,0
780,26,Private Sector/Self Employed,Yes,600000,Yes,No,0
781,28,Private Sector/Self Employed,Yes,800000,No,No,0
782,29,Private Sector/Self Employed,Yes,1100000,No,No,0
783,27,Government Sector,Yes,1050000,No,No,0
784,30,Private Sector/Self Employed,No,750000,No,No,1
785,27,Government Sector,Yes,850000,No,No,0
786,27,Private Sector/Self Employed,No,350000,No,No,0
787,29,Private Sector/Self Employed,Yes,1200000,No,No,0
788,27,Private Sector/Self Employed,No,450000,No,No,0
789,25,Private Sector/Self Employed,Yes,1700000,Yes,No,1
790,26,Government Sector,Yes,500000,No,No,0
791,29,Private Sector/Self Employed,Yes,1100000,No,Yes,1
792,28,Private Sector/Self Employed,Yes,1200000,No,No,0
793,26,Private Sector/Self Employed,Yes,1500000,Yes,Yes,1
794,28,Private Sector/Self Employed,Yes,750000,No,No,0
795,25,Private Sector/Self Employed,No,1150000,No,No,0
796,34,Private Sector/Self Employed,Yes,1500000,Yes,Yes,1
797,33,Private Sector/Self Employed,Yes,1500000,Yes,Yes,1
798,28,Private Sector/Self Employed,Yes,1150000,No,No,0
799,33,Government Sector,Yes,400000,No,No,0
800,27,Government Sector,Yes,500000,No,No,0
801,33,Private Sector/Self Employed,Yes,1400000,No,Yes,0
802,31,Private Sector/Self Employed,Yes,950000,Yes,No,0
803,31,Government Sector,No,300000,No,No,0
804,27,Private Sector/Self Employed,No,800000,No,No,0
805,34,Government Sector,Yes,1100000,No,No,1
806,28,Private Sector/Self Employed,Yes,1150000,No,No,0
807,32,Government Sector,Yes,350000,No,No,0
808,25,Private Sector/Self Employed,Yes,1400000,No,Yes,1
809,33,Private Sector/Self Employed,Yes,1200000,No,No,1
810,32,Government Sector,Yes,800000,Yes,No,0
811,28,Private Sector/Self Employed,Yes,1450000,Yes,Yes,1
812,29,Private Sector/Self Employed,Yes,1350000,No,Yes,1
813,28,Private Sector/Self Employed,Yes,500000,No,No,0
814,27,Government Sector,Yes,500000,No,No,0
815,33,Government Sector,Yes,700000,No,No,1
816,27,Government Sector,Yes,850000,No,No,0
817,34,Private Sector/Self Employed,Yes,700000,No,No,0
818,28,Private Sector/Self Employed,Yes,550000,No,No,0
819,34,Private Sector/Self Employed,Yes,1000000,No,No,0
820,33,Private Sector/Self Employed,Yes,1500000,Yes,Yes,1
821,26,Government Sector,Yes,1450000,Yes,Yes,1
822,34,Private Sector/Self Employed,Yes,1000000,No,No,1
823,28,Private Sector/Self Employed,Yes,1450000,Yes,Yes,1
824,28,Private Sector/Self Employed,Yes,1100000,No,No,1
825,28,Government Sector,Yes,300000,No,No,0
826,28,Private Sector/Self Employed,Yes,1200000,No,No,0
827,29,Private Sector/Self Employed,Yes,1100000,No,No,1
828,28,Private Sector/Self Employed,Yes,800000,No,No,0
829,27,Government Sector,Yes,900000,No,No,0
830,34,Private Sector/Self Employed,No,1300000,No,No,0
831,27,Government Sector,Yes,850000,No,Yes,0
832,34,Private Sector/Self Employed,Yes,1050000,No,No,0
833,33,Government Sector,Yes,400000,No,No,1
834,29,Private Sector/Self Employed,Yes,1050000,Yes,No,0
835,25,Government Sector,Yes,750000,No,No,0
836,30,Private Sector/Self Employed,No,800000,No,No,1
837,25,Private Sector/Self Employed,Yes,1700000,Yes,No,1
838,34,Government Sector,Yes,1100000,No,No,1
839,28,Private Sector/Self Employed,Yes,1250000,No,Yes,0
840,27,Private Sector/Self Employed,No,600000,No,Yes,0
841,31,Private Sector/Self Employed,Yes,500000,No,No,1
842,28,Private Sector/Self Employed,Yes,800000,No,No,0
843,30,Private Sector/Self Employed,No,800000,No,No,0
844,27,Government Sector,Yes,900000,Yes,No,0
845,34,Private Sector/Self Employed,Yes,1050000,No,No,1
846,28,Government Sector,Yes,300000,No,No,0
847,30,Private Sector/Self Employed,No,650000,No,No,0
848,28,Private Sector/Self Employed,Yes,700000,No,No,1
849,28,Private Sector/Self Employed,Yes,800000,Yes,No,0
850,33,Private Sector/Self Employed,Yes,550000,No,No,1
851,34,Private Sector/Self Employed,Yes,1000000,No,No,1
852,34,Private Sector/Self Employed,Yes,1300000,No,No,1
853,34,Private Sector/Self Employed,Yes,1050000,No,No,1
854,29,Private Sector/Self Employed,Yes,500000,No,No,0
855,29,Private Sector/Self Employed,Yes,1050000,No,Yes,0
856,28,Government Sector,Yes,600000,Yes,No,0
857,27,Government Sector,Yes,500000,No,No,0
858,34,Private Sector/Self Employed,Yes,1300000,No,No,1
859,28,Private Sector/Self Employed,Yes,650000,No,Yes,0
860,34,Government Sector,Yes,1300000,No,No,1
861,35,Private Sector/Self Employed,No,800000,No,No,0
862,28,Private Sector/Self Employed,Yes,1350000,No,Yes,1
863,28,Private Sector/Self Employed,No,550000,No,No,1
864,33,Government Sector,Yes,1100000,No,No,0
865,32,Government Sector,Yes,850000,No,No,0
866,29,Private Sector/Self Employed,Yes,1200000,No,No,0
867,28,Government Sector,No,300000,No,No,0
868,27,Government Sector,Yes,500000,No,No,0
869,33,Private Sector/Self Employed,Yes,1400000,No,Yes,1
870,34,Private Sector/Self Employed,Yes,700000,No,No,1
871,27,Government Sector,Yes,500000,No,No,0
872,26,Private Sector/Self Employed,Yes,1500000,Yes,Yes,1
873,28,Private Sector/Self Employed,Yes,800000,No,No,0
874,28,Government Sector,Yes,600000,No,No,0
875,27,Government Sector,Yes,500000,No,No,0
876,29,Private Sector/Self Employed,Yes,350000,No,No,0
877,34,Private Sector/Self Employed,Yes,700000,No,No,0
878,28,Government Sector,No,300000,No,No,0
879,34,Private Sector/Self Employed,Yes,1500000,Yes,Yes,1
880,30,Private Sector/Self Employed,No,800000,No,No,0
881,28,Government Sector,Yes,600000,No,No,0
882,29,Private Sector/Self Employed,Yes,500000,No,No,1
883,35,Private Sector/Self Employed,No,950000,No,No,0
884,31,Private Sector/Self Employed,Yes,950000,No,No,0
885,28,Private Sector/Self Employed,Yes,800000,Yes,No,0
886,32,Government Sector,Yes,350000,No,No,0
887,25,Private Sector/Self Employed,Yes,1400000,Yes,Yes,1
888,27,Government Sector,Yes,500000,No,No,0
889,27,Government Sector,Yes,850000,No,No,0
890,25,Private Sector/Self Employed,Yes,1400000,No,Yes,1
891,31,Government Sector,Yes,400000,No,No,0
892,27,Government Sector,Yes,500000,No,No,1
893,28,Private Sector/Self Employed,Yes,1200000,No,No,0
894,29,Private Sector/Self Employed,Yes,1100000,No,No,0
895,31,Government Sector,Yes,1500000,Yes,Yes,1
896,29,Private Sector/Self Employed,Yes,1200000,No,Yes,0
897,29,Private Sector/Self Employed,Yes,500000,No,No,0
898,34,Private Sector/Self Employed,Yes,1000000,No,No,0
899,34,Private Sector/Self Employed,Yes,500000,No,No,0
900,28,Private Sector/Self Employed,Yes,750000,No,No,1
901,32,Government Sector,Yes,900000,No,No,1
902,35,Private Sector/Self Employed,No,800000,No,No,1
903,28,Private Sector/Self Employed,Yes,750000,Yes,No,0
904,28,Private Sector/Self Employed,Yes,1150000,No,No,1
905,26,Government Sector,Yes,500000,No,No,0
906,32,Government Sector,Yes,350000,No,No,0
907,28,Government Sector,Yes,300000,No,No,0
908,28,Government Sector,Yes,300000,No,No,0
909,34,Government Sector,Yes,1300000,No,No,1
910,31,Government Sector,Yes,1200000,No,No,0
911,31,Government Sector,Yes,1200000,No,No,0
912,31,Private Sector/Self Employed,Yes,500000,No,No,1
913,30,Private Sector/Self Employed,No,550000,No,No,1
914,29,Private Sector/Self Employed,Yes,1050000,No,No,0
915,27,Private Sector/Self Employed,No,350000,No,No,0
916,29,Private Sector/Self Employed,Yes,1050000,Yes,No,0
917,30,Private Sector/Self Employed,No,550000,No,No,0
918,27,Government Sector,Yes,1050000,Yes,No,1
919,34,Private Sector/Self Employed,Yes,1500000,Yes,Yes,1
920,30,Private Sector/Self Employed,No,1450000,Yes,Yes,1
921,29,Private Sector/Self Employed,Yes,600000,No,No,0
922,26,Private Sector/Self Employed,Yes,450000,No,No,0
923,33,Government Sector,Yes,1000000,No,No,0
924,30,Private Sector/Self Employed,No,550000,No,No,0
925,29,Private Sector/Self Employed,Yes,1050000,No,Yes,0
926,25,Private Sector/Self Employed,No,1700000,Yes,No,0
927,34,Private Sector/Self Employed,Yes,1050000,No,No,0
928,27,Government Sector,Yes,500000,No,No,1
929,28,Private Sector/Self Employed,Yes,900000,No,No,1
930,28,Private Sector/Self Employed,Yes,1150000,No,No,0
931,25,Private Sector/Self Employed,No,1150000,No,No,0
932,34,Private Sector/Self Employed,Yes,1000000,No,No,1
933,29,Private Sector/Self Employed,Yes,1200000,No,No,0
934,28,Private Sector/Self Employed,Yes,1200000,No,No,0
935,32,Government Sector,Yes,850000,No,No,0
936,29,Private Sector/Self Employed,Yes,900000,No,No,1
937,28,Private Sector/Self Employed,Yes,1150000,Yes,No,0
938,32,Government Sector,Yes,850000,No,No,1
939,34,Private Sector/Self Employed,Yes,1000000,No,No,1
940,26,Private Sector/Self Employed,Yes,600000,No,No,0
941,34,Private Sector/Self Employed,Yes,1050000,No,No,1
942,27,Government Sector,Yes,1050000,No,No,0
943,34,Private Sector/Self Employed,Yes,1500000,Yes,Yes,1
944,31,Government Sector,Yes,1500000,Yes,Yes,1
945,33,Private Sector/Self Employed,Yes,1400000,Yes,Yes,1
946,35,Private Sector/Self Employed,No,600000,No,No,0
947,28,Private Sector/Self Employed,Yes,1450000,Yes,Yes,1
948,29,Private Sector/Self Employed,Yes,1100000,Yes,No,0
949,29,Private Sector/Self Employed,Yes,1100000,Yes,No,0
950,26,Private Sector/Self Employed,Yes,1250000,No,No,1
951,28,Private Sector/Self Employed,Yes,1100000,No,No,1
952,34,Private Sector/Self Employed,Yes,1500000,Yes,Yes,1
953,29,Private Sector/Self Employed,Yes,1100000,No,No,0
954,29,Private Sector/Self Employed,Yes,600000,No,No,0
955,33,Government Sector,Yes,1100000,No,No,0
956,28,Private Sector/Self Employed,Yes,750000,No,No,0
957,28,Private Sector/Self Employed,Yes,700000,No,No,0
958,29,Private Sector/Self Employed,Yes,1050000,No,No,1
959,35,Government Sector,Yes,900000,No,No,0
960,34,Government Sector,Yes,1300000,No,No,0
961,32,Government Sector,Yes,850000,Yes,No,0
962,28,Private Sector/Self Employed,Yes,500000,No,No,1
963,27,Government Sector,Yes,500000,No,No,0
964,31,Government Sector,Yes,400000,No,No,0
965,32,Government Sector,Yes,850000,No,No,0
966,26,Private Sector/Self Employed,Yes,500000,No,No,0
967,34,Private Sector/Self Employed,Yes,700000,No,No,1
968,28,Government Sector,Yes,600000,No,No,1
969,27,Government Sector,Yes,1050000,Yes,No,0
970,28,Private Sector/Self Employed,Yes,800000,No,No,0
971,34,Private Sector/Self Employed,Yes,1000000,No,No,0
972,30,Private Sector/Self Employed,No,1450000,Yes,Yes,1
973,28,Government Sector,Yes,300000,No,No,0
974,29,Private Sector/Self Employed,Yes,1100000,No,No,0
975,26,Private Sector/Self Employed,Yes,600000,Yes,No,0
976,31,Private Sector/Self Employed,Yes,1350000,No,Yes,1
977,31,Private Sector/Self Employed,Yes,1400000,No,Yes,1
978,33,Private Sector/Self Employed,Yes,750000,No,No,0
979,28,Government Sector,Yes,1200000,No,No,0
980,33,Private Sector/Self Employed,Yes,1400000,No,Yes,1
981,35,Private Sector/Self Employed,No,800000,No,Yes,0
982,25,Private Sector/Self Employed,No,1700000,Yes,Yes,0
983,27,Private Sector/Self Employed,No,1000000,No,No,0
984,32,Government Sector,Yes,350000,No,No,1
985,28,Private Sector/Self Employed,Yes,550000,No,No,0
986,29,Private Sector/Self Employed,Yes,600000,No,No,0
987,28,Private Sector/Self Employed,Yes,800000,No,No,0
988,26,Private Sector/Self Employed,Yes,1400000,No,Yes,1
989,26,Private Sector/Self Employed,Yes,600000,No,No,0
990,29,Private Sector/Self Employed,Yes,1050000,No,No,1
991,28,Private Sector/Self Employed,Yes,750000,Yes,No,0
992,29,Private Sector/Self Employed,Yes,1200000,No,No,0
993,26,Private Sector/Self Employed,Yes,600000,No,No,0
994,28,Private Sector/Self Employed,Yes,1350000,No,Yes,1
995,35,Government Sector,Yes,1100000,Yes,No,1
996,32,Government Sector,Yes,350000,No,No,0
997,31,Private Sector/Self Employed,Yes,1350000,No,Yes,1
998,28,Government Sector,Yes,600000,No,No,0
999,28,Private Sector/Self Employed,Yes,1250000,No,No,0
1000,35,Private Sector/Self Employed,No,800000,No,No,0
1001,33,Private Sector/Self Employed,Yes,1400000,No,Yes,1
1002,29,Private Sector/Self Employed,Yes,1050000,No,No,0
1003,29,Private Sector/Self Employed,Yes,1050000,No,No,0
1004,31,Government Sector,Yes,400000,No,No,0
1005,30,Private Sector/Self Employed,No,800000,No,No,1
1006,28,Private Sector/Self Employed,Yes,600000,No,Yes,1
1007,33,Government Sector,Yes,600000,No,No,0
1008,31,Government Sector,Yes,1300000,No,No,0
1009,31,Government Sector,Yes,1300000,No,No,0
1010,25,Private Sector/Self Employed,Yes,1700000,Yes,No,1
1011,29,Private Sector/Self Employed,Yes,1050000,Yes,No,1
1012,33,Government Sector,Yes,700000,No,No,0
1013,34,Private Sector/Self Employed,Yes,500000,No,No,1
1014,28,Government Sector,Yes,600000,No,No,0
1015,28,Government Sector,Yes,300000,No,No,0
1016,28,Private Sector/Self Employed,Yes,550000,No,Yes,0
1017,34,Government Sector,Yes,1300000,No,No,0
1018,26,Private Sector/Self Employed,Yes,1400000,No,Yes,1
1019,34,Private Sector/Self Employed,Yes,1300000,No,Yes,0
1020,26,Private Sector/Self Employed,Yes,1400000,No,Yes,1
1021,34,Government Sector,Yes,1300000,No,No,0
1022,27,Government Sector,Yes,1050000,Yes,No,0
1023,31,Private Sector/Self Employed,Yes,1400000,Yes,Yes,1
1024,31,Private Sector/Self Employed,Yes,1400000,No,Yes,1
1025,32,Government Sector,Yes,800000,No,No,0
1026,28,Government Sector,Yes,600000,Yes,No,0
1027,26,Private Sector/Self Employed,Yes,1500000,Yes,Yes,1
1028,28,Government Sector,Yes,300000,No,No,0
1029,33,Government Sector,Yes,1000000,No,No,1
1030,26,Private Sector/Self Employed,Yes,1500000,Yes,Yes,1
1031,32,Government Sector,Yes,650000,No,No,0
1032,33,Government Sector,Yes,400000,No,No,0
1033,29,Private Sector/Self Employed,Yes,900000,No,No,0
1034,28,Private Sector/Self Employed,Yes,1100000,Yes,No,0
1035,31,Government Sector,Yes,400000,No,No,0
1036,30,Private Sector/Self Employed,No,800000,No,No,0
1037,34,Private Sector/Self Employed,Yes,700000,No,No,1
1038,33,Private Sector/Self Employed,Yes,1500000,Yes,Yes,1
1039,26,Private Sector/Self Employed,Yes,450000,No,No,1
1040,26,Private Sector/Self Employed,Yes,600000,No,No,1
1041,34,Private Sector/Self Employed,Yes,700000,No,No,1
1042,28,Government Sector,Yes,1200000,No,No,0
1043,27,Government Sector,Yes,1050000,No,No,1
1044,28,Government Sector,Yes,600000,No,Yes,0
1045,28,Private Sector/Self Employed,Yes,800000,Yes,No,0
1046,27,Private Sector/Self Employed,No,1550000,Yes,No,1
1047,33,Government Sector,Yes,800000,No,No,0
1048,28,Private Sector/Self Employed,Yes,1250000,No,No,0
1049,28,Government Sector,Yes,1200000,Yes,No,1
1050,31,Private Sector/Self Employed,Yes,500000,No,No,1
1051,25,Private Sector/Self Employed,Yes,1400000,Yes,Yes,1
1052,34,Private Sector/Self Employed,Yes,1000000,No,No,0
1053,25,Private Sector/Self Employed,Yes,500000,No,No,0
1054,29,Private Sector/Self Employed,Yes,1200000,No,No,0
1055,33,Government Sector,Yes,600000,No,No,0
1056,28,Private Sector/Self Employed,Yes,1200000,No,No,0
1057,25,Private Sector/Self Employed,Yes,1400000,Yes,Yes,1
1058,35,Private Sector/Self Employed,No,800000,No,No,0
1059,29,Private Sector/Self Employed,Yes,500000,No,No,0
1060,29,Private Sector/Self Employed,Yes,1200000,No,Yes,1
1061,28,Private Sector/Self Employed,Yes,550000,No,No,0
1062,34,Private Sector/Self Employed,Yes,1500000,Yes,Yes,1
1063,28,Private Sector/Self Employed,Yes,1450000,Yes,Yes,1
1064,29,Private Sector/Self Employed,Yes,1750000,No,No,0
1065,34,Private Sector/Self Employed,Yes,1000000,Yes,No,0
1066,34,Private Sector/Self Employed,Yes,1300000,No,No,1
1067,25,Private Sector/Self Employed,No,1700000,Yes,No,1
1068,28,Private Sector/Self Employed,Yes,500000,No,No,0
1069,27,Private Sector/Self Employed,No,350000,No,No,0
1070,31,Private Sector/Self Employed,Yes,500000,No,No,0
1071,28,Private Sector/Self Employed,Yes,1450000,Yes,Yes,1
1072,28,Government Sector,No,300000,No,No,0
1073,33,Government Sector,Yes,1000000,No,No,0
1074,26,Private Sector/Self Employed,Yes,600000,No,No,1
1075,33,Government Sector,Yes,400000,No,No,1
1076,25,Private Sector/Self Employed,No,1150000,Yes,No,0
1077,25,Private Sector/Self Employed,Yes,1700000,Yes,No,1
1078,29,Private Sector/Self Employed,Yes,900000,No,No,0
1079,31,Private Sector/Self Employed,Yes,1250000,No,No,0
1080,31,Private Sector/Self Employed,Yes,900000,No,No,0
1081,27,Private Sector/Self Employed,No,450000,No,No,0
1082,34,Private Sector/Self Employed,Yes,1050000,No,Yes,1
1083,28,Private Sector/Self Employed,Yes,1200000,No,No,0
1084,26,Private Sector/Self Employed,Yes,1500000,Yes,Yes,1
1085,26,Private Sector/Self Employed,Yes,1500000,Yes,Yes,1
1086,30,Private Sector/Self Employed,No,1450000,Yes,Yes,1
1087,26,Private Sector/Self Employed,Yes,1300000,No,No,0
